p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.00031664702952766117,0.33697519407832494,0.35610887523910395,0.7806547808407268,0.22619036519547026,0.410707862759463,40.48217846846056,0.6739803793820023,55.35364912088409,3.588161623012358e-05,4.3761401893770575,0.4285982905385301,0.5323999612722295,0.24310801504628374
