p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.014512922414532274,0.08064038810231118,0.0939599987488897,0.14418523961339533,0.08397563919407663,0.05414363729687351,0.7383396151171481,0.02791054994848199,0.06525033244160469,8.80251497069331e-05,2.304031621586234e+26,15036104927.703085,0.05581264260811632,0.17020626816568737
