p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.0022585984998985064,0.012062386464099527,0.01708450572762379,0.13242671646085205,0.01032425195218271,0.012669568960591248,0.00020618049968513854,4.892089282961266e-08,0.12388461955081194,1.701923397516626e-10,0.5123343100763089,0.03732983770877694,0.4766476748207522,0.029995274513258712
