p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.022753318306397922,0.3710180977369962,0.13656543003469873,0.7367608942076893,0.15170224425485798,0.13100169051552146,0.444534203816209,0.4770387711419456,0.2867632813926913,1.1678397915214991e-05,0.6906725855282118,0.5500531673106772,0.13656543003469873,0.464133888779917
