p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.03835516941997093,101.76746389713274,0.5512113777587346,0.6185746657123138,3.4945492764036086,0.5203218549570816,0.6960402377818921,0.02384043055965859,1139807.4033213751,8.62275951168954e-05,17357405805100.115,34.72903079000909,0.5512113777587346,0.5080595757563132
