p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.004812357969081863,0.05860529504355475,0.0328970883588877,0.2846773010784756,0.036338277418926965,0.05515798769626065,0.15758736940458523,71.27075708206937,0.2414710561370984,0.0011684850460793167,0.7147717722004321,0.14309508235766785,0.41429269913634204,1.6134506448501956e+25
