p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.010094065354690951,2.912840632653923e+26,1.820230172668786e+24,1.1510826349777354e+25,0.04281528993188325,104.79524618719225,3.6502256804231455e+25,2.4823102865841124e+16,4.136108278331887e+26,0.0035729449390342768,3.2109806419196985e+26,0.2598317080829882,3.3884765966129196e+24,5.396431542110804e+25
