p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.0017732396194232959,0.04672304347083318,0.03138694682075898,0.2486042744834463,0.263007323917102,0.1475658380912509,0.8822128917061155,1.0456423275769067,0.5948576149529607,3.239921704009783e-05,0.9805514004395488,0.2042448773436517,0.8902019051153244,7.776523851370336
