p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
3.1462536325192924e-06,0.0010263105970235815,0.00021996752372909658,0.18943653453063145,2.091898588301963e-05,0.0013827295255760357,7.509638945425193e-07,4.063294714555704e-08,0.24093282229194762,2.551184138126849e-11,0.7307086322956788,0.0004087537695129561,0.3832673282107306,8.239023383948607e-05
