p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.0038241090110803766,0.009402483306770314,0.0876545907964992,0.12877451836790477,0.01633517122524862,0.015568802886909948,0.00010304991894423669,2.9586683907554054e-08,0.20020718230421602,1.1648648535942586e-10,0.702028896132372,0.05861280805395508,0.0876545907964992,0.037151211509963165
