p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.0002625663248038095,0.07746333049897122,0.13724841692311462,0.1096296434544328,0.014683198765400142,0.04809446163350584,0.8949230805717171,0.012610544908005568,0.020552124113026052,0.00013009486583886762,7.045401676565917e-05,0.039963186131501266,0.03223877279712112,0.010780952435987824
