p_average,k_average,s_average,xC_average,xE_average,y_average,yy_average,n_average,w_average,d_average,bC_average,bE_average,am_average,aM_average
0.01762128099508103,0.04944766758282249,0.039410491107796486,0.3207095824491759,0.04886454652902475,0.05421681835870721,0.10556833888147926,0.2532888468757601,0.2199140434605172,0.0010661846917027662,0.6405636098659365,0.1832429147841053,0.039410491107796486,432.35867085598306
